date,code,name,price,pct,amount,float_mv,total_mv,turnover,lianban,first_seal,last_seal,seal_amt,open_times,industry,zt_days,zt_count,market_flag
20260810,002828,贝肯能源,12.87,10.0,314859488,2586710412.0,2586710412.0,12.483635902404785,1,94730,94730,119762557,0,油服工程,1,1,0
20260810,600984,建设机械,4.49,10.049019813537598,335609936,5644127223.25,5644127200.8,6.073228359222412,1,94850,104044,39804703,2,工程机械,1,1,1
20260810,603382,海阳科技,20.0,10.011000633239746,137446977,2309717720.0,3625027360.0,6.037032127380371,1,95055,95943,10128000,5,化学纤维,1,1,1
20260810,600227,赤天化,3.67,9.880239486694336,714031728,4688791277.01,6197630585.599999,15.69320297241211,1,95056,100338,63346769,2,农化制品,1,1,1
20260810,603038,华立股份,15.06,10.007305145263672,117061266,4046277216.36,4046277186.2400002,2.966707229614258,1,95103,95103,27811798,0,装修建材,1,1,1
20260810,002474,榕基软件,7.04,10.0,316219152,3722978385.28,4380288000.0,8.679688453674316,1,95142,100218,59557097,1,IT服务Ⅱ,1,1,0
20260810,688073,毕得医药,73.92,20.0,760585424,6718067516.16,6718067516.16,11.6165771484375,2,95246,140507,17335792,5,医疗服务,2,2,1
20260810,603162,海通发展,12.68,9.973980903625488,670989072,5354122886.5199995,17432399281.28,12.728019714355469,1,95312,134100,33879387,10,航运港口,1,1,1
20260810,601606,长城军工,36.18,10.003040313720703,1367567488,26202583512.0,26202583512.0,5.43207311630249,1,95414,95414,163734869,0,地面兵装,1,1,1
20260810,601886,江河集团,9.1,10.036275863647461,99064571,10310318746.0,10310318782.4,0.9843390583992004,1,95534,95613,5653830,1,装修装饰,1,1,1
20260810,002345,潮宏基,11.65,10.009443283081055,393649408,10103222102.25,10351173001.6,4.000600814819336,1,95715,95715,73898687,0,饰品,1,1,0
20260810,002696,百洋股份,6.03,10.03649616241455,170534190,2015581275.5400002,2084898067.2,8.588845252990723,1,95833,100636,2709882,1,饲料,1,1,0
20260810,002827,高争民爆,59.58,10.00738525390625,781698848,16444004035.5,16506400680.0,4.851508140563965,1,95842,100433,27671931,3,化学制品,9,6,0
20260810,002141,贤丰控股,6.72,9.983633041381836,1606097952,6941328562.559999,6941328522.24,24.020721435546875,1,95906,101418,100035936,1,元件,1,1,0
20260810,605179,一鸣食品,25.12,9.982486724853516,740795952,10073120000.0,10073120000.0,7.740224838256836,1,95945,100239,33884368,1,饮料乳品,10,6,1
20260810,603130,云中马,44.33,10.0,150042367,6096004486.0,6096004486.0,2.5182852745056152,1,100150,111414,5514652,2,纺织制造,1,1,1
20260810,603711,香飘飘,12.19,10.018051147460938,119962592,5032935279.0,5032935230.24,2.45524263381958,1,100313,101616,22163090,2,饮料乳品,1,1,1
